timestamp,unit_id,soc_pct,cell_temp_max
2026-01-01T00:00:00+09:00,BMS-01,29.81423219516191,26.284790907503872
2026-01-01T00:05:00+09:00,BMS-01,64.85155487661474,34.69112520687507
2026-01-01T00:10:00+09:00,BMS-01,48.38434388839696,29.60066818927434
2026-01-01T00:15:00+09:00,BMS-01,81.12874355801266,28.122602873106644
2026-01-01T00:20:00+09:00,BMS-01,27.669260363621305,30.720217288727703
2026-01-01T00:25:00+09:00,BMS-01,49.66612752972082,30.6763625936764
2026-01-01T00:30:00+09:00,BMS-01,30.668789433687103,27.21248890497115
2026-01-01T00:35:00+09:00,BMS-01,77.0758337532694,29.79447380814583
2026-01-01T00:40:00+09:00,BMS-01,48.22122887237515,31.805254159021946
2026-01-01T00:45:00+09:00,BMS-01,23.44806474779117,31.282088199409756
2026-01-01T00:50:00+09:00,BMS-01,75.93653354530896,30.803870583759938
2026-01-01T00:55:00+09:00,BMS-01,28.807505537665577,28.71684641852711
2026-01-01T01:00:00+09:00,BMS-01,26.971714900001928,29.116804915682856
2026-01-01T01:05:00+09:00,BMS-01,23.04166981318755,29.862644033460143
2026-01-01T01:10:00+09:00,BMS-01,58.17579014567555,27.898152387406586
2026-01-01T01:15:00+09:00,BMS-01,64.37678489037076,29.895750206314155
2026-01-01T01:20:00+09:00,BMS-01,36.43197380292372,30.578715663506365
2026-01-01T01:25:00+09:00,BMS-01,35.5261163571375,26.978948252221763
2026-01-01T01:30:00+09:00,BMS-01,45.95104425351323,28.964078818848847
2026-01-01T01:35:00+09:00,BMS-01,46.909428677933725,27.67752548271748
2026-01-01T01:40:00+09:00,BMS-01,35.75716179334669,30.083535053066434
2026-01-01T01:45:00+09:00,BMS-01,34.588680912876754,28.77274580760771
2026-01-01T01:50:00+09:00,BMS-01,45.118970119731834,27.848940646924948
2026-01-01T01:55:00+09:00,BMS-01,38.15883535789366,32.0421547090611
2026-01-01T02:00:00+09:00,BMS-01,26.701672991177468,27.69397103976466
2026-01-01T02:05:00+09:00,BMS-01,21.017704505282104,26.7018616621521
2026-01-01T02:10:00+09:00,BMS-01,56.471771026581166,33.20829381003517
2026-01-01T02:15:00+09:00,BMS-01,74.3324473095265,30.128392193703892
2026-01-01T02:20:00+09:00,BMS-01,23.667292464818676,31.80847833974835
2026-01-01T02:25:00+09:00,BMS-01,36.93525723605017,33.35344589926845
2026-01-01T02:30:00+09:00,BMS-01,73.46648453675778,30.510660358614693
2026-01-01T02:35:00+09:00,BMS-01,46.489124787856724,31.240105210837733
2026-01-01T02:40:00+09:00,BMS-01,23.210737236143135,28.934108141371958
2026-01-01T02:45:00+09:00,BMS-01,37.44449437764516,28.335466896442703
2026-01-01T02:50:00+09:00,BMS-01,41.49572764366647,31.248113416335418
2026-01-01T02:55:00+09:00,BMS-01,40.36726252803324,24.798595621492748
2026-01-01T03:00:00+09:00,BMS-01,39.19187162754433,28.2428275230259
2026-01-01T03:05:00+09:00,BMS-01,37.41608082118481,29.04912185074331
2026-01-01T03:10:00+09:00,BMS-01,73.10117701704982,24.372014764336644
2026-01-01T03:15:00+09:00,BMS-01,65.61099922213182,29.289615494355722
2026-01-01T03:20:00+09:00,BMS-01,29.12516218886694,25.067435982735603
2026-01-01T03:25:00+09:00,BMS-01,70.48581319193529,26.112698167173356
2026-01-01T03:30:00+09:00,BMS-01,75.64523148656123,33.40566700164513
2026-01-01T03:35:00+09:00,BMS-01,64.91365194362183,28.57599981947034
2026-01-01T03:40:00+09:00,BMS-01,64.8694796553486,28.31458216043701
2026-01-01T03:45:00+09:00,BMS-01,84.09216936892496,30.181807185235293
2026-01-01T03:50:00+09:00,BMS-01,59.3257039146676,29.377076341200116
2026-01-01T03:55:00+09:00,BMS-01,58.16422449938582,28.345948482416077
2026-01-01T04:00:00+09:00,BMS-01,61.119820219768805,27.451144620640008
2026-01-01T04:05:00+09:00,BMS-01,39.994399068842945,28.36352063945235
2026-01-01T04:10:00+09:00,BMS-01,81.06968174732512,27.345774903445445
2026-01-01T04:15:00+09:00,BMS-01,74.57085174651209,29.12507740481079
2026-01-01T04:20:00+09:00,BMS-01,46.27566575097578,28.57490086392787
2026-01-01T04:25:00+09:00,BMS-01,69.9115392323807,29.05286999413447
2026-01-01T04:30:00+09:00,BMS-01,37.1542691378003,27.87088494638405
2026-01-01T04:35:00+09:00,BMS-01,42.676868575393414,33.1226760357926
2026-01-01T04:40:00+09:00,BMS-01,81.00758606038602,30.79705333925302
2026-01-01T04:45:00+09:00,BMS-01,83.25209265601468,31.91646089318149
2026-01-01T04:50:00+09:00,BMS-01,77.23377723576591,28.208684560956826
2026-01-01T04:55:00+09:00,BMS-01,71.31453759376633,27.73989181857596
2026-01-01T05:00:00+09:00,BMS-01,20.588135813569966,29.244246877450628
2026-01-01T05:05:00+09:00,BMS-01,24.17373234753916,28.41974187341192
2026-01-01T05:10:00+09:00,BMS-01,24.578192211885906,27.002838906424536
2026-01-01T05:15:00+09:00,BMS-01,86.7507404783625,27.625705791598634
2026-01-01T05:20:00+09:00,BMS-01,60.44222391599326,23.18262994703156
2026-01-01T05:25:00+09:00,BMS-01,68.10864132910095,26.447875417283765
2026-01-01T05:30:00+09:00,BMS-01,74.76059444849214,31.658733546577707
2026-01-01T05:35:00+09:00,BMS-01,28.66634128038945,32.73145521769907
2026-01-01T05:40:00+09:00,BMS-01,32.36824497247918,28.799533982613184
2026-01-01T05:45:00+09:00,BMS-01,65.72884736119249,26.72528999298174
2026-01-01T05:50:00+09:00,BMS-01,44.58662693161743,31.46884890600843
2026-01-01T05:55:00+09:00,BMS-01,79.35935711618043,27.842794994971413
2026-01-01T06:00:00+09:00,BMS-01,54.49945384349245,29.374377422168447
2026-01-01T06:05:00+09:00,BMS-01,82.59247143595853,26.783855494271325
2026-01-01T06:10:00+09:00,BMS-01,37.2281628273469,28.13069260160929
2026-01-01T06:15:00+09:00,BMS-01,79.86857161954677,31.282911032268007
2026-01-01T06:20:00+09:00,BMS-01,34.48337442610787,28.392309541782826
2026-01-01T06:25:00+09:00,BMS-01,44.08312431975887,33.123968081637436
2026-01-01T06:30:00+09:00,BMS-01,62.90902931155877,30.505692896324156
2026-01-01T06:35:00+09:00,BMS-01,41.88855054833117,30.97697249418807
2026-01-01T06:40:00+09:00,BMS-01,64.51422924621808,30.71366723705807
2026-01-01T06:45:00+09:00,BMS-01,60.167701005430345,26.431786187387676
2026-01-01T06:50:00+09:00,BMS-01,41.78231554442588,29.567890301869305
2026-01-01T06:55:00+09:00,BMS-01,83.5629569634873,30.175174223481594
2026-01-01T07:00:00+09:00,BMS-01,52.150273059932644,29.044075879500706
2026-01-01T07:05:00+09:00,BMS-01,35.4909272161932,28.247341191698233
2026-01-01T07:10:00+09:00,BMS-01,68.30733589635818,31.187703553248177
2026-01-01T07:15:00+09:00,BMS-01,63.0162714592292,24.800933015941542
2026-01-01T07:20:00+09:00,BMS-01,88.89310119546349,31.489213043293237
2026-01-01T07:25:00+09:00,BMS-01,56.233242786872246,27.418002450864492
2026-01-01T07:30:00+09:00,BMS-01,25.611436189670556,29.421397850947496
