ts,device,volt,curr,temp_c,status_code
2026-01-01 00:00:00,PCS-01,385.8754246834025,-5.073252583958878,31.44238890193724,0
2026-01-01 00:05:00,PCS-01,378.877753093354,0.7829533945891874,28.99690655581663,0
2026-01-01 00:10:00,PCS-01,377.13307459801393,22.8270907380565,29.7188743075758,0
2026-01-01 00:15:00,PCS-01,379.2901359233505,-21.333384043649588,32.49364089742713,0
2026-01-01 00:20:00,PCS-01,381.27415460750603,-78.7422903780445,23.166484505843147,0
2026-01-01 00:25:00,PCS-01,380.60216589568915,-0.3811943113438907,27.476644612754978,0
2026-01-01 00:30:00,PCS-01,380.18639417883077,-51.689435923566876,25.08473178073809,0
2026-01-01 00:35:00,PCS-01,380.17496494752277,-20.323562292041156,27.035961991949925,0
2026-01-01 00:40:00,PCS-01,376.26533048719784,-26.655284659889475,31.615363898550388,0
2026-01-01 00:45:00,PCS-01,376.4873712640875,-24.888698642217477,26.195743019294447,0
2026-01-01 00:50:00,PCS-01,384.07773092019966,33.46786459811891,27.827023665148005,0
2026-01-01 00:55:00,PCS-01,379.0783508502612,35.9848595498158,25.620307002342713,0
2026-01-01 01:00:00,PCS-01,376.97416675280846,47.17544500231681,29.392542707704134,0
2026-01-01 01:05:00,PCS-01,383.675047602536,-55.19067789583324,26.605146586679243,0
2026-01-01 01:10:00,PCS-01,381.0262892106803,-12.416485582874778,27.47654898539018,0
2026-01-01 01:15:00,PCS-01,376.845249922664,26.84194161745795,28.300018971607916,0
2026-01-01 01:20:00,PCS-01,379.1688843893732,46.03720007979013,25.448328102586654,0
2026-01-01 01:25:00,PCS-01,377.5250066362557,46.27923962018198,33.70678606277401,0
2026-01-01 01:30:00,PCS-01,382.2640437842086,-51.57531928996765,25.89862445168791,0
2026-01-01 01:35:00,PCS-01,384.23355758061246,-0.1382944745558256,28.169658700637584,0
2026-01-01 01:40:00,PCS-01,375.5297818253961,4.36026491191995,24.309904317512252,0
2026-01-01 01:45:00,PCS-01,380.30981825067795,-20.456311407332915,25.8384836908942,0
2026-01-01 01:50:00,PCS-01,381.41464653952056,-17.671096575978634,22.800605686056493,0
2026-01-01 01:55:00,PCS-01,382.626143067477,-42.281083198429876,27.399129674645966,0
2026-01-01 02:00:00,PCS-01,382.8146621628025,-50.41395744668626,27.2679039483467,0
2026-01-01 02:05:00,PCS-01,383.2947592368469,-16.59681785029987,23.509774316681636,0
2026-01-01 02:10:00,PCS-01,384.1196042868556,-32.14407579441157,30.514446655846502,0
2026-01-01 02:15:00,PCS-01,377.4828116959819,-31.333646903990285,30.738776022777998,0
2026-01-01 02:20:00,PCS-01,379.6514457817051,-2.101312298687664,28.15801609175104,0
2026-01-01 02:25:00,PCS-01,383.0187686444115,-16.820299406834618,27.059997504154637,0
2026-01-01 02:30:00,PCS-01,380.74317931921274,-65.09809754775965,31.662667774012967,0
2026-01-01 02:35:00,PCS-01,378.13516154086955,-31.927990495660616,26.20856147029893,0
2026-01-01 02:40:00,PCS-01,380.82617012262676,24.54730667550112,31.567336932329887,0
2026-01-01 02:45:00,PCS-01,384.8950925160632,-4.697123069873813,26.77272238013697,0
2026-01-01 02:50:00,PCS-01,374.7727613648905,-51.00179287609475,25.186974533175,0
2026-01-01 02:55:00,PCS-01,380.7473086660379,-88.17187835753472,25.49850720587824,0
2026-01-01 03:00:00,PCS-01,383.37549383829236,25.483101785820175,24.519505066170282,0
2026-01-01 03:05:00,PCS-01,382.80592901127,29.74644590723291,29.00536275006162,0
2026-01-01 03:10:00,PCS-01,373.79536340495207,-60.50107006727326,28.525862542327683,0
2026-01-01 03:15:00,PCS-01,380.89323818784885,-23.918927955041667,25.715092307054665,0
2026-01-01 03:20:00,PCS-01,378.11603306923774,26.47320036385352,24.39210286490932,0
2026-01-01 03:25:00,PCS-01,385.16021132953705,-42.153988068102876,26.850672823369294,0
2026-01-01 03:30:00,PCS-01,374.7146024174939,18.695093199696903,29.748247986089645,0
2026-01-01 03:35:00,PCS-01,379.0739969577262,4.7904104589171155,27.384688128330286,0
2026-01-01 03:40:00,PCS-01,380.08830801196166,21.48599420293159,25.87660819634325,0
2026-01-01 03:45:00,PCS-01,379.3950538745355,37.59991548466868,25.888295447895512,0
2026-01-01 03:50:00,PCS-01,378.2504803775416,17.879980771324043,24.409543458261155,0
2026-01-01 03:55:00,PCS-01,378.7713697514985,15.638575649357966,28.082260754136094,0
2026-01-01 04:00:00,PCS-01,381.2169110533415,51.189459288849896,26.49515253917344,0
2026-01-01 04:05:00,PCS-01,373.60181244730455,-12.237834601832612,27.850744919613025,0
2026-01-01 04:10:00,PCS-01,375.6508392326569,-24.592710972358446,30.436522649202384,0
2026-01-01 04:15:00,PCS-01,382.597831779538,-20.02595699546017,28.07968904491277,0
2026-01-01 04:20:00,PCS-01,380.33391095922394,-41.45658290919635,25.96273856415791,0
2026-01-01 04:25:00,PCS-01,382.1955147204872,-27.988822361206388,26.687740025876256,0
2026-01-01 04:30:00,PCS-01,378.63256959184486,-61.100687524860604,25.67705141737614,0
2026-01-01 04:35:00,PCS-01,373.8186963173302,-95.16787368164978,21.719504635466176,0
2026-01-01 04:40:00,PCS-01,378.90568805913585,-18.131273374545895,30.192650633754898,0
2026-01-01 04:45:00,PCS-01,376.9681474955657,18.692238723384232,32.68863957468997,0
2026-01-01 04:50:00,PCS-01,382.50463994590444,23.388016675735827,25.667356038862863,0
